2024-02-01 11:20:32,578 INFO    StreamThr :195035 [internal.py:wandb_internal():86] W&B internal server running at pid: 195035, started at: 2024-02-01 11:20:32.577903
2024-02-01 11:20:32,580 DEBUG   HandlerThread:195035 [handler.py:handle_request():146] handle_request: status
2024-02-01 11:20:32,584 INFO    WriterThread:195035 [datastore.py:open_for_write():85] open: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240201_112032-gt89q2xt/run-gt89q2xt.wandb
2024-02-01 11:20:32,584 DEBUG   SenderThread:195035 [sender.py:send():380] send: header
2024-02-01 11:20:32,589 DEBUG   SenderThread:195035 [sender.py:send():380] send: run
2024-02-01 11:20:32,950 INFO    SenderThread:195035 [dir_watcher.py:__init__():211] watching files in: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240201_112032-gt89q2xt/files
2024-02-01 11:20:32,950 INFO    SenderThread:195035 [sender.py:_start_run_threads():1122] run started: gt89q2xt with start time 1706815232.577831
2024-02-01 11:20:32,952 DEBUG   HandlerThread:195035 [handler.py:handle_request():146] handle_request: check_version
2024-02-01 11:20:32,952 DEBUG   SenderThread:195035 [sender.py:send_request():407] send_request: check_version
2024-02-01 11:20:33,125 DEBUG   HandlerThread:195035 [handler.py:handle_request():146] handle_request: run_start
2024-02-01 11:20:33,135 DEBUG   HandlerThread:195035 [system_info.py:__init__():32] System info init
2024-02-01 11:20:33,135 DEBUG   HandlerThread:195035 [system_info.py:__init__():47] System info init done
2024-02-01 11:20:33,135 INFO    HandlerThread:195035 [system_monitor.py:start():194] Starting system monitor
2024-02-01 11:20:33,135 INFO    SystemMonitor:195035 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-01 11:20:33,137 INFO    SystemMonitor:195035 [interfaces.py:start():190] Started cpu monitoring
2024-02-01 11:20:33,137 INFO    SystemMonitor:195035 [interfaces.py:start():190] Started disk monitoring
2024-02-01 11:20:33,138 INFO    SystemMonitor:195035 [interfaces.py:start():190] Started gpu monitoring
2024-02-01 11:20:33,139 INFO    HandlerThread:195035 [system_monitor.py:probe():214] Collecting system info
2024-02-01 11:20:33,157 INFO    SystemMonitor:195035 [interfaces.py:start():190] Started memory monitoring
2024-02-01 11:20:33,159 INFO    SystemMonitor:195035 [interfaces.py:start():190] Started network monitoring
2024-02-01 11:20:33,185 DEBUG   HandlerThread:195035 [system_info.py:probe():196] Probing system
2024-02-01 11:20:33,187 DEBUG   HandlerThread:195035 [system_info.py:_probe_git():181] Probing git
2024-02-01 11:20:33,196 DEBUG   HandlerThread:195035 [system_info.py:_probe_git():189] Probing git done
2024-02-01 11:20:33,196 DEBUG   HandlerThread:195035 [system_info.py:probe():244] Probing system done
