2024-02-01 12:26:15,429 INFO    StreamThr :873252 [internal.py:wandb_internal():86] W&B internal server running at pid: 873252, started at: 2024-02-01 12:26:15.426275
2024-02-01 12:26:15,432 DEBUG   HandlerThread:873252 [handler.py:handle_request():146] handle_request: status
2024-02-01 12:26:15,433 INFO    WriterThread:873252 [datastore.py:open_for_write():85] open: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240201_122615-ok27na2r/run-ok27na2r.wandb
2024-02-01 12:26:15,433 DEBUG   SenderThread:873252 [sender.py:send():380] send: header
2024-02-01 12:26:15,434 DEBUG   SenderThread:873252 [sender.py:send():380] send: run
2024-02-01 12:26:15,695 DEBUG   HandlerThread:873252 [handler.py:handle_request():146] handle_request: check_version
2024-02-01 12:26:15,709 INFO    SenderThread:873252 [dir_watcher.py:__init__():211] watching files in: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240201_122615-ok27na2r/files
2024-02-01 12:26:15,709 INFO    SenderThread:873252 [sender.py:_start_run_threads():1122] run started: ok27na2r with start time 1706819175.422266
2024-02-01 12:26:15,709 DEBUG   SenderThread:873252 [sender.py:send_request():407] send_request: check_version
2024-02-01 12:26:15,872 DEBUG   HandlerThread:873252 [handler.py:handle_request():146] handle_request: run_start
2024-02-01 12:26:15,882 DEBUG   HandlerThread:873252 [system_info.py:__init__():32] System info init
2024-02-01 12:26:15,882 DEBUG   HandlerThread:873252 [system_info.py:__init__():47] System info init done
2024-02-01 12:26:15,882 INFO    HandlerThread:873252 [system_monitor.py:start():194] Starting system monitor
2024-02-01 12:26:15,889 INFO    SystemMonitor:873252 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-01 12:26:15,890 INFO    HandlerThread:873252 [system_monitor.py:probe():214] Collecting system info
2024-02-01 12:26:15,890 INFO    SystemMonitor:873252 [interfaces.py:start():190] Started cpu monitoring
2024-02-01 12:26:15,891 INFO    SystemMonitor:873252 [interfaces.py:start():190] Started disk monitoring
2024-02-01 12:26:15,892 INFO    SystemMonitor:873252 [interfaces.py:start():190] Started gpu monitoring
