2024-02-01 12:22:10,009 INFO    StreamThr :820162 [internal.py:wandb_internal():86] W&B internal server running at pid: 820162, started at: 2024-02-01 12:22:10.008465
2024-02-01 12:22:10,011 DEBUG   HandlerThread:820162 [handler.py:handle_request():146] handle_request: status
2024-02-01 12:22:10,014 INFO    WriterThread:820162 [datastore.py:open_for_write():85] open: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240201_122210-5mln4fus/run-5mln4fus.wandb
2024-02-01 12:22:10,014 DEBUG   SenderThread:820162 [sender.py:send():380] send: header
2024-02-01 12:22:10,020 DEBUG   SenderThread:820162 [sender.py:send():380] send: run
2024-02-01 12:22:10,282 INFO    SenderThread:820162 [dir_watcher.py:__init__():211] watching files in: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240201_122210-5mln4fus/files
2024-02-01 12:22:10,282 INFO    SenderThread:820162 [sender.py:_start_run_threads():1122] run started: 5mln4fus with start time 1706818930.008333
2024-02-01 12:22:10,289 DEBUG   HandlerThread:820162 [handler.py:handle_request():146] handle_request: check_version
2024-02-01 12:22:10,289 DEBUG   SenderThread:820162 [sender.py:send_request():407] send_request: check_version
2024-02-01 12:22:10,505 DEBUG   HandlerThread:820162 [handler.py:handle_request():146] handle_request: run_start
2024-02-01 12:22:10,514 DEBUG   HandlerThread:820162 [system_info.py:__init__():32] System info init
2024-02-01 12:22:10,514 DEBUG   HandlerThread:820162 [system_info.py:__init__():47] System info init done
2024-02-01 12:22:10,514 INFO    HandlerThread:820162 [system_monitor.py:start():194] Starting system monitor
2024-02-01 12:22:10,514 INFO    SystemMonitor:820162 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-01 12:22:10,514 INFO    HandlerThread:820162 [system_monitor.py:probe():214] Collecting system info
2024-02-01 12:22:10,515 INFO    SystemMonitor:820162 [interfaces.py:start():190] Started cpu monitoring
2024-02-01 12:22:10,515 INFO    SystemMonitor:820162 [interfaces.py:start():190] Started disk monitoring
2024-02-01 12:22:10,516 INFO    SystemMonitor:820162 [interfaces.py:start():190] Started gpu monitoring
2024-02-01 12:22:10,516 INFO    SystemMonitor:820162 [interfaces.py:start():190] Started memory monitoring
2024-02-01 12:22:10,517 INFO    SystemMonitor:820162 [interfaces.py:start():190] Started network monitoring
2024-02-01 12:22:10,532 DEBUG   HandlerThread:820162 [system_info.py:probe():196] Probing system
2024-02-01 12:22:10,534 DEBUG   HandlerThread:820162 [system_info.py:_probe_git():181] Probing git
2024-02-01 12:22:10,539 DEBUG   HandlerThread:820162 [system_info.py:_probe_git():189] Probing git done
2024-02-01 12:22:10,539 DEBUG   HandlerThread:820162 [system_info.py:probe():244] Probing system done
