2024-02-03 10:59:53,407 INFO    StreamThr :2663632 [internal.py:wandb_internal():86] W&B internal server running at pid: 2663632, started at: 2024-02-03 10:59:53.406780
2024-02-03 10:59:53,408 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: status
2024-02-03 10:59:53,411 INFO    WriterThread:2663632 [datastore.py:open_for_write():85] open: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/run-oja5mgav.wandb
2024-02-03 10:59:53,412 DEBUG   SenderThread:2663632 [sender.py:send():380] send: header
2024-02-03 10:59:53,415 DEBUG   SenderThread:2663632 [sender.py:send():380] send: run
2024-02-03 10:59:53,627 INFO    SenderThread:2663632 [dir_watcher.py:__init__():211] watching files in: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files
2024-02-03 10:59:53,627 INFO    SenderThread:2663632 [sender.py:_start_run_threads():1122] run started: oja5mgav with start time 1706986793.406737
2024-02-03 10:59:53,633 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: check_version
2024-02-03 10:59:53,633 DEBUG   SenderThread:2663632 [sender.py:send_request():407] send_request: check_version
2024-02-03 10:59:53,803 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: run_start
2024-02-03 10:59:53,814 DEBUG   HandlerThread:2663632 [system_info.py:__init__():32] System info init
2024-02-03 10:59:53,814 DEBUG   HandlerThread:2663632 [system_info.py:__init__():47] System info init done
2024-02-03 10:59:53,814 INFO    HandlerThread:2663632 [system_monitor.py:start():194] Starting system monitor
2024-02-03 10:59:53,814 INFO    SystemMonitor:2663632 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-03 10:59:53,815 INFO    HandlerThread:2663632 [system_monitor.py:probe():214] Collecting system info
2024-02-03 10:59:53,815 INFO    SystemMonitor:2663632 [interfaces.py:start():190] Started cpu monitoring
2024-02-03 10:59:53,815 INFO    SystemMonitor:2663632 [interfaces.py:start():190] Started disk monitoring
2024-02-03 10:59:53,816 INFO    SystemMonitor:2663632 [interfaces.py:start():190] Started gpu monitoring
2024-02-03 10:59:53,817 INFO    SystemMonitor:2663632 [interfaces.py:start():190] Started memory monitoring
2024-02-03 10:59:53,817 INFO    SystemMonitor:2663632 [interfaces.py:start():190] Started network monitoring
2024-02-03 10:59:53,964 DEBUG   HandlerThread:2663632 [system_info.py:probe():196] Probing system
2024-02-03 10:59:53,966 DEBUG   HandlerThread:2663632 [system_info.py:_probe_git():181] Probing git
2024-02-03 10:59:53,971 DEBUG   HandlerThread:2663632 [system_info.py:_probe_git():189] Probing git done
2024-02-03 10:59:53,971 DEBUG   HandlerThread:2663632 [system_info.py:probe():244] Probing system done
2024-02-03 10:59:53,971 DEBUG   HandlerThread:2663632 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-15-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-02-03T18:59:53.964431', 'startedAt': '2024-02-03T18:59:53.402146', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/judy/code/Fed-Time-Series-Forecasting/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/thuydung-icthust/Fed-Time-Series-Forecasting.git', 'commit': 'ba3c3b00901ac61a44e594efa41aec75a50e875f'}, 'email': 'thuydungnguyen.ictk63@gmail.com', 'root': '/home/judy/code/Fed-Time-Series-Forecasting', 'host': 'wakka', 'username': 'judy', 'executable': '/home/judy/miniconda3/envs/judy/bin/python', 'cpu_count': 28, 'cpu_count_logical': 56, 'cpu_freq': {'current': 2.241964285714286, 'min': 800.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.599, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.599, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.2, 'min': 800.0, 'max': 3400.0}, {'current': 2.6, 'min': 800.0, 'max': 3400.0}, {'current': 2.199, 'min': 800.0, 'max': 3400.0}], 'disk': {'/': {'total': 7391.692821502686, 'used': 1223.1917037963867}}, 'gpu': 'NVIDIA RTX A6000', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}, {'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}], 'memory': {'total': 251.30216598510742}}
2024-02-03 10:59:53,971 INFO    HandlerThread:2663632 [system_monitor.py:probe():224] Finished collecting system info
2024-02-03 10:59:53,971 INFO    HandlerThread:2663632 [system_monitor.py:probe():227] Publishing system info
2024-02-03 10:59:53,971 DEBUG   HandlerThread:2663632 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-02-03 10:59:53,972 DEBUG   HandlerThread:2663632 [system_info.py:_save_pip():68] Saving pip packages done
2024-02-03 10:59:53,972 DEBUG   HandlerThread:2663632 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-02-03 10:59:54,629 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_created():271] file/dir created: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/requirements.txt
2024-02-03 10:59:54,629 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_created():271] file/dir created: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/conda-environment.yaml
2024-02-03 10:59:56,898 DEBUG   HandlerThread:2663632 [system_info.py:_save_conda():87] Saving conda packages done
2024-02-03 10:59:56,899 INFO    HandlerThread:2663632 [system_monitor.py:probe():229] Finished publishing system info
2024-02-03 10:59:56,901 DEBUG   SenderThread:2663632 [sender.py:send():380] send: files
2024-02-03 10:59:56,901 INFO    SenderThread:2663632 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-02-03 10:59:56,910 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: stop_status
2024-02-03 10:59:56,910 DEBUG   SenderThread:2663632 [sender.py:send_request():407] send_request: stop_status
2024-02-03 10:59:56,913 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-03 10:59:57,073 DEBUG   SenderThread:2663632 [sender.py:send():380] send: telemetry
2024-02-03 10:59:57,219 INFO    wandb-upload_0:2663632 [upload_job.py:push():131] Uploaded file /tmp/tmph2xx6c4fwandb/axqv58dw-wandb-metadata.json
2024-02-03 10:59:57,628 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/conda-environment.yaml
2024-02-03 10:59:57,629 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_created():271] file/dir created: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/wandb-metadata.json
2024-02-03 10:59:57,629 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_created():271] file/dir created: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 10:59:58,893 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: status_report
2024-02-03 10:59:59,168 DEBUG   SenderThread:2663632 [sender.py:send():380] send: telemetry
2024-02-03 10:59:59,229 DEBUG   SenderThread:2663632 [sender.py:send():380] send: telemetry
2024-02-03 10:59:59,629 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 11:00:00,629 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 11:00:01,630 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 11:00:03,630 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 11:00:03,918 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: status_report
2024-02-03 11:00:04,630 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 11:00:05,631 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 11:00:06,631 INFO    Thread-12 :2663632 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/judy/code/Fed-Time-Series-Forecasting/wandb/run-20240203_105953-oja5mgav/files/output.log
2024-02-03 11:00:06,777 DEBUG   SenderThread:2663632 [sender.py:send():380] send: exit
2024-02-03 11:00:06,778 INFO    SenderThread:2663632 [sender.py:send_exit():585] handling exit code: 1
2024-02-03 11:00:06,778 INFO    SenderThread:2663632 [sender.py:send_exit():587] handling runtime: 12
2024-02-03 11:00:06,778 INFO    SenderThread:2663632 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-02-03 11:00:06,778 INFO    SenderThread:2663632 [sender.py:send_exit():593] send defer
2024-02-03 11:00:06,778 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: defer
2024-02-03 11:00:06,778 INFO    HandlerThread:2663632 [handler.py:handle_request_defer():172] handle defer: 0
2024-02-03 11:00:06,778 DEBUG   SenderThread:2663632 [sender.py:send_request():407] send_request: defer
2024-02-03 11:00:06,778 INFO    SenderThread:2663632 [sender.py:send_request_defer():609] handle sender defer: 0
2024-02-03 11:00:06,778 INFO    SenderThread:2663632 [sender.py:transition_state():613] send defer: 1
2024-02-03 11:00:06,778 DEBUG   HandlerThread:2663632 [handler.py:handle_request():146] handle_request: defer
2024-02-03 11:00:06,778 INFO    HandlerThread:2663632 [handler.py:handle_request_defer():172] handle defer: 1
2024-02-03 11:00:06,779 DEBUG   SenderThread:2663632 [sender.py:send_request():407] send_request: defer
2024-02-03 11:00:06,779 INFO    SenderThread:2663632 [sender.py:send_request_defer():609] handle sender defer: 1
